DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 5309062302115857920', 0.009959, 143.963604,-54.035593, 0.735700, 0.300100,-4.832000, 2.796000, 19.073300, 0.702200,
b'Gaia DR2 5309059445962470016', 0.009989, 143.987993,-54.022237, 0.472100, 0.188600,-4.433000, 4.237000, 18.515900, 0.851900,
b'Gaia DR2 5309062302115857536', 0.009991, 143.964654,-54.036525, 0.208800, 0.186600,-2.267000, 1.269000, 17.679900,,
b'Gaia DR2 5309062302134678656', 0.010115, 143.964290,-54.036446, 0.200800, 0.055300,-7.193000, 6.264000, 15.913000, 1.038200,
b'Gaia DR2 5309059450276406400', 0.010335, 143.991875,-54.023955, 0.383900, 0.275800,-5.848000, 1.085000, 18.942500, 0.732200,
b'Gaia DR2 5309059450276405120', 0.010491, 143.995623,-54.028710, 0.194000, 0.206700,-5.573000, 3.491000, 18.564600, 0.876000,
b'Gaia DR2 5309059347178356864', 0.010823, 143.968156,-54.039461, 0.758300, 0.314700,-4.567000, 3.262000, 19.208600, 0.741800,
b'Gaia DR2 5309059445977109376', 0.010992, 143.992353,-54.023271, 0.790300, 0.361500,-5.211000, 3.848000, 19.260300, 0.845100,
b'Gaia DR2 5309059342883220992', 0.011045, 143.972978,-54.040949, 0.116600, 0.224900,-3.458000, 3.220000, 18.785900, 1.139600,
b'Gaia DR2 5309059342897897344', 0.011185, 143.975525,-54.041396, 0.366000, 0.294100,-3.935000, 4.421000, 19.085600, 0.932700,
b'Gaia DR2 5309062297822181248', 0.011205, 143.959306,-54.027918,-0.042400, 0.440400,-3.007000, 2.450000, 19.638000, 0.761300,
b'Gaia DR2 5309062405195101184', 0.011579, 143.977538,-54.018721, 0.799000, 0.456300,-4.876000, 3.219000, 19.660000, 0.253700,
b'Gaia DR2 5309059445962454144', 0.011591, 143.997671,-54.030963, 0.794000, 0.297400,-5.489000, 6.047000, 19.162800, 0.869400,
b'Gaia DR2 5309059342883219328', 0.011621, 143.976826,-54.041900, 0.191700, 0.394800,-6.246000, 3.701000, 19.403900, 0.664900,
