DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 5340165420189316096', 0.120890, 166.452431,-58.587536, 1.938900, 0.040600,-10.177000, 3.705000, 10.197000, 0.087400,
b'Gaia DR2 5338662735737873792', 0.121028, 166.185131,-58.695814, 1.696000, 0.067100,-10.374000, 4.062000, 8.634300, 0.055800,
b'Gaia DR2 5338657921025996416', 0.125445, 166.450611,-58.831259, 2.091200, 0.057300,-8.484000, 4.772000, 9.022100, 0.070500,
b'Gaia DR2 5338657684856139136', 0.125856, 166.555596,-58.810365, 1.736200, 0.064400,-10.376000, 3.899000, 8.823900, 0.036500,
b'Gaia DR2 5338659505922421120', 0.126179, 166.649390,-58.744163, 2.043100, 0.048800,-10.236000, 5.254000, 7.776800, 0.021100,
b'Gaia DR2 5338656203039071744', 0.126573, 166.241820,-58.795068, 1.285000, 0.483300,-12.956000, 5.882000, 8.305200, 0.025400,
b'Gaia DR2 5338658097172882304', 0.129282, 166.426840,-58.836208, 2.060700, 0.047900,-9.949000, 5.031000, 8.804900, 0.047700,
b'Gaia DR2 5338656207386937728', 0.129640, 166.249343,-58.803125, 2.026000, 0.040900,-10.450000, 5.426000, 9.325500, 0.058000,
b'Gaia DR2 5338709666791955072', 0.133527, 166.163502,-58.685380, 2.051700, 0.050200,-10.135000, 3.590000, 9.141000, 0.025500,
b'Gaia DR2 5338656684075397376', 0.138152, 166.154943,-58.730602, 2.032800, 0.043100,-11.132000, 5.339000, 9.743200, 0.052800,
b'Gaia DR2 5338709636773621888', 0.143990, 166.141009,-58.694278, 2.084500, 0.034200,-9.050000, 2.123000, 7.538900, 0.487100, 6.870000
b'Gaia DR2 5338658990526246400', 0.144377, 166.621128,-58.805209, 0.424100, 0.042600,-6.659000, 2.422000, 8.745200, 0.118600,
b'Gaia DR2 5338656477916975360', 0.146028, 166.172114,-58.778908, 0.067500, 0.038800,-7.042000, 2.044000, 9.852500, 0.467200,
b'Gaia DR2 5338656654063486464', 0.147039, 166.149854,-58.755801, 1.935100, 0.039100,-10.098000, 4.704000, 7.399200, 0.522000, 3.250000
b'Gaia DR2 5338655348393288064', 0.147345, 166.304808,-58.842383, 1.985200, 0.048100,-10.880000, 5.051000, 9.240300, 0.025800,
b'Gaia DR2 5338655039155627008', 0.151568, 166.249997,-58.831390, 2.001600, 0.041100,-10.403000, 5.300000, 9.855800, 0.052300,
b'Gaia DR2 5340149241088915712', 0.153927, 166.713449,-58.706791, 1.916900, 0.052300,-10.751000, 5.373000, 8.603700, 0.024700,
b'Gaia DR2 5338647892329320192', 0.154112, 166.706076,-58.742305, 2.060200, 0.042400,-10.781000, 5.702000, 8.677800, 0.023700,
b'Gaia DR2 5338657169460008064', 0.154510, 166.554761,-58.844066, 1.976200, 0.051000,-10.421000, 4.377000, 8.011700, 0.064400,
b'Gaia DR2 5340166519700942336', 0.164212, 166.359591,-58.545567, 1.991800, 0.045200,-10.711000, 5.209000, 9.538000, 0.028600,
b'Gaia DR2 5338647303866885120', 0.166450, 166.679646,-58.802732, 2.105600, 0.044000,-9.871000, 5.365000, 10.151800, 0.087200,
b'Gaia DR2 5340166008643136384', 0.166465, 166.454430,-58.541701, 1.926300, 0.038100,-10.228000, 5.497000, 9.196900, 0.018000,
b'Gaia DR2 5338654725570331904', 0.168771, 166.300987,-58.864708, 0.827000, 0.034600,-7.818000, 4.855000, 9.205000, 0.571600,-9.410000
b'Gaia DR2 5338647789250077568', 0.173172, 166.728380,-58.769441, 1.968000, 0.049000,-11.427000, 5.323000, 9.711800, 0.053000,
b'Gaia DR2 5338656099959858304', 0.173855, 166.146789,-58.809844, 2.018300, 0.040200,-9.765000, 5.454000, 10.220600, 0.065200,
b'Gaia DR2 5340149202392815232', 0.175219, 166.754318,-58.712231, 2.018900, 0.042600,-10.726000, 4.840000, 9.577000, 0.082600,
b'Gaia DR2 5338655932508971520', 0.177471, 166.161251,-58.824873, 1.926000, 0.420700,-14.110000, 2.126000, 9.698000, 0.068000,
b'Gaia DR2 5338647617451410176', 0.181043, 166.748840,-58.762986, 2.062100, 0.039400,-8.869000, 5.789000, 10.032200, 0.066200,
b'Gaia DR2 5340164256296564736', 0.181534, 166.574137,-58.544940, 0.473500, 0.034000,-7.579000, 2.787000, 10.131800, 0.646200,-6.020000
b'Gaia DR2 5340149825204669184', 0.181950, 166.746370,-58.645356, 2.066900, 0.035100,-10.308000, 5.455000, 9.757000, 0.109500,
b'Gaia DR2 5338647445652628608', 0.182694, 166.727440,-58.793382, 2.036900, 0.040900,-10.432000, 4.499000, 7.356700, 0.040700,
