DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 5332874833467897088', 0.000819, 179.428793,-64.178414, 0.448800, 0.208800,-7.808000, 0.420000, 18.886100, 0.866600,
b'Gaia DR2 5332874833464112384', 0.001218, 179.429005,-64.176733, 0.070300, 0.094000,-7.597000, 0.825000, 17.745100, 1.395800,
b'Gaia DR2 5332874833467896832', 0.001957, 179.427883,-64.179740, 0.441800, 0.226000,-5.024000, 1.527000, 19.032700, 0.921100,
b'Gaia DR2 5332874833467896192', 0.002624, 179.425927,-64.175270, 0.507600, 0.387800,-8.044000, 2.274000, 19.389100, 0.721000,
b'Gaia DR2 5332874833467895680', 0.002784, 179.422558,-64.176071,-0.080900, 0.251300,-7.814000, 0.992000, 19.224100, 1.096400,
b'Gaia DR2 5332874837770563456', 0.002863, 179.427298,-64.180639,-0.258000, 0.349700,-6.831000,-0.314000, 19.702900, 0.696300,
b'Gaia DR2 5332874837770569088', 0.003416, 179.431442,-64.180758, 0.180400, 0.239400,-6.661000, 0.788000, 19.097200, 1.223100,
b'Gaia DR2 5332874833464107520', 0.003731, 179.435775,-64.178889, 0.263700, 0.151200,-7.643000, 1.143000, 18.302900, 0.828500,
b'Gaia DR2 5332874837806892800', 0.003739, 179.434668,-64.179898, 0.304500, 0.244000,-7.321000, 0.370000, 19.146100, 0.878400,
b'Gaia DR2 5332874833464103680', 0.004005, 179.420021,-64.180056, 0.041700, 0.109100,-7.722000, 0.826000, 17.626100, 1.256900,
b'Gaia DR2 5332874837770630144', 0.004200, 179.428917,-64.173625, 0.623900, 0.208600,-5.930000, 0.921000, 19.038400, 0.743300,
b'Gaia DR2 5332874837770557696', 0.004353, 179.418446,-64.179529,-0.120100, 0.411400,-9.381000, 3.094000, 19.735300, 0.394300,
b'Gaia DR2 5332874833467897600', 0.004506, 179.430532,-64.173467,-0.096200, 0.149300,-5.522000, 0.762000, 18.379700, 1.340500,
