TODO: get all the true references behind 'BDCC' and padronize them all to bibcode format

Name                     ; Reference           ;E(B-V);  log_t
IC 1848                  ; Kharchenko+ 2013    ; 0.670;  6.850
IC 2118 Assoc            ; BDCC                ;      ;  6.40 
IC 2156                  ; 2016DAML            ; 0.67 ;  8.40 
IC 2156                  ; 2017AstBu..72..257L ; 0.568;  6.600
IC 2156                  ; BDCC                ; 0.67 ;  8.40 
IC 2157                  ; 2016DAML            ; 0.548;  7.800
IC 2157                  ; 2017AstBu..72..257L ; 0.551;  7.814
IC 2157                  ; 2019 Bossini        ; 1.486;  7.618
IC 2157                  ; Kharchenko+ 2013    ; 0.562;  7.900
IC 2391                  ; 2016DAML            ; 0.008;  7.661
IC 2391                  ; 2017AstBu..72..257L ; 0.008;  7.661
IC 2391                  ; 2019 Bossini        ; 0.030;  7.561
IC 2391                  ; Kharchenko+ 2013    ; 0.052;  8.050
IC 2395                  ; 2016DAML            ; 0.09 ;  6.80 
IC 2395                  ; 2017AstBu..72..257L ; 0.066;  7.220
IC 2395                  ; Kharchenko+ 2013    ; 0.146;  7.270
IC 2488                  ; 2016DAML            ; 0.231;  8.113
IC 2488                  ; 2017AstBu..72..257L ; 0.324;  7.395
IC 2488                  ; 2019 Bossini        ; 0.226;  8.200
IC 2488                  ; Kharchenko+ 2013    ; 0.208;  8.445
IC 2581                  ; 2016DAML            ; 0.415;  7.142
IC 2581                  ; 2017AstBu..72..257L ; 0.415;  7.142
IC 2581                  ; Kharchenko+ 2013    ; 0.521;  7.320
IC 2602                  ; 2016DAML            ; 0.024;  7.507
IC 2602                  ; 2017AstBu..72..257L ; 0.024;  7.507
IC 2602                  ; 2019 Bossini        ; 0.031;  7.547
IC 2602                  ; Kharchenko+ 2013    ; 0.031;  8.345
IC 2714                  ; 2016DAML            ; 0.341;  8.542
IC 2714                  ; 2017AstBu..72..257L ; 0.340;  8.551
IC 2714                  ; 2019 Bossini        ; 0.320;  8.550
IC 2714                  ; Kharchenko+ 2013    ; 0.416;  8.650
IC 2944                  ; 2016DAML            ; 0.320;  6.818
IC 2944                  ; 2017AstBu..72..257L ; 0.320;  6.818
IC 2944                  ; Kharchenko+ 2013    ; 0.437;  6.250
IC 2948                  ; Kharchenko+ 2013    ; 0.521;  6.600
IC 348                   ; 2016DAML            ; 0.929;  7.641
IC 348                   ; 2017AstBu..72..257L ; 0.984;  7.742
IC 348                   ; Kharchenko+ 2013    ; 1.049;  6.780
IC 348                   ; Kuhn+ 2019          ;      ;  6.33 
IC 361                   ; 2016DAML            ; 1.117;  7.718
IC 361                   ; 2017AstBu..72..257L ; 0.916;  8.148
IC 361                   ; Kharchenko+ 2013    ; 0.650;  8.982
IC 4291                  ; BDCC                ; 0.52 ;  8.98 
IC 446                   ; Kharchenko+ 2013    ; 1.832;  7.300
IC 4499                  ; Kharchenko+ 2013    ; 0.229; 10.100
IC 4651                  ; 2016DAML            ; 0.116;  9.057
IC 4651                  ; 2017AstBu..72..257L ; 0.117;  9.057
IC 4651                  ; Kharchenko+ 2013    ; 0.121;  9.250
IC 4665                  ; 2016DAML            ; 0.174;  7.634
IC 4665                  ; 2017AstBu..72..257L ; 0.175;  7.634
IC 4665                  ; 2019 Bossini        ; 0.128;  7.581
IC 4665                  ; Kharchenko+ 2013    ; 0.171;  7.630
IC 4725                  ; 2016DAML            ; 0.476;  7.965
IC 4725                  ; 2017AstBu..72..257L ; 0.473;  7.965
IC 4725                  ; 2019 Bossini        ; 1.351;  7.984
IC 4725                  ; Kharchenko+ 2013    ; 0.479;  7.970
IC 4756                  ; 2016DAML            ; 0.192;  8.699
IC 4756                  ; 2017AstBu..72..257L ; 0.192;  8.700
IC 4756                  ; 2019 Bossini        ; 0.128;  8.987
IC 4756                  ; Kharchenko+ 2013    ; 0.208;  8.790
IC 4996                  ; 2016DAML            ; 0.71 ;  6.87 
IC 4996                  ; 2017AstBu..72..257L ; 0.664;  6.971
IC 4996                  ; Kharchenko+ 2013    ; 0.521;  7.150
IC 5146                  ; 2016DAML            ; 0.593;  6.00 
IC 5146                  ; 2017AstBu..72..257L ; 0.593;  8.023
IC 5146                  ; Kharchenko+ 2013    ; 1.145;  6.000
IC 5146                  ; Kuhn+ 2019          ;      ;  6.21 
IRAS 00013+6817          ; Kharchenko+ 2013    ; 0.833;  7.150
IRAS 01546+6319          ; Kharchenko+ 2013    ; 2.301;  6.590
IRAS 02044+6031          ; Kharchenko+ 2013    ; 1.135;  6.250
IRAS 02054+6011          ; Kharchenko+ 2013    ; 1.312;  6.800
IRAS 02130+5509          ; Kharchenko+ 2013    ; 0.799;  8.000
IRAS 02232+6138          ; Kharchenko+ 2013    ; 1.187;  6.850
IRAS 02459+6029          ; Kharchenko+ 2013    ; 1.801;  7.900
IRAS 02497+6217          ; Kharchenko+ 2013    ; 1.041;  6.800
IRAS 02511+6023          ; Kharchenko+ 2013    ; 0.729;  7.800
IRAS 02541+6208          ; Kharchenko+ 2013    ; 2.228;  6.650
IRAS 02575+6017          ; Kharchenko+ 2013    ; 1.713;  6.050
IRAS 04324+5106          ; Kharchenko+ 2013    ; 1.978;  8.380
IRAS 05100+3723          ; Kharchenko+ 2013    ; 0.625;  7.400
IRAS 05439+3035          ; Kharchenko+ 2013    ; 1.199;  7.200
IRAS 05553+1631          ; Kharchenko+ 2013    ; 2.040;  8.550
IRAS 06046-0603          ; Kharchenko+ 2013    ; 0.583;  8.530
IRAS 06117+1901          ; Kharchenko+ 2013    ; 0.770;  8.050
IRAS 06345-3023          ; BDCC                ; 3.20 ;       
IRAS 06562-0337          ; Kharchenko+ 2013    ; 0.937;  7.700
IRAS 06567-0355          ; Kharchenko+ 2013    ; 0.645;  7.350
IRAS 07255-2012          ; Kharchenko+ 2013    ; 1.041;  6.000
IRAS 15015-5720          ; Kharchenko+ 2013    ; 1.083;  6.400
IRAS 15411-5352          ; BDCC                ;      ;  6.24 
IRAS 16148-5011          ; BDCC                ; 6.45 ;  6.00 
IRAS 17301-2917          ; 2016DAML            ; 2.415;  7.200
IRAS 17301-2917          ; Kharchenko+ 2013    ; 2.415;  7.200
IRAS 18306-0500          ; Kharchenko+ 2013    ; 2.394;  7.800
IRAS 20264+4042          ; Kharchenko+ 2013    ; 0.937;  6.600
IRAS 20286+4105          ; Kharchenko+ 2013    ; 1.083;  7.950
IRAS 20306+4005          ; Kharchenko+ 2013    ; 1.457;  6.400
IRAS 21388+5622          ; Kharchenko+ 2013    ; 1.416;  8.280
IRAS 23151+5912          ; Kharchenko+ 2013    ; 1.249;  8.280
Iss 284                  ; BDCC                ; 0.20 ;       
Ivanov 1                 ; BDCC                ; 0.63 ;  7.40 
Ivanov 2                 ; 2016DAML            ; 0.73 ;  7.15 
Ivanov 2                 ; BDCC                ; 0.83 ;  8.12 
Ivanov 4                 ; 2016DAML            ; 0.21 ;  7.00 
Ivanov 4                 ; 2017AstBu..72..257L ; 0.094;  8.950
Ivanov 4                 ; Kharchenko+ 2013    ; 0.521;  8.300
Ivanov 6                 ; 2016DAML            ; 1.08 ;  7.20 
Ivanov 6                 ; 2017AstBu..72..257L ; 0.314;  8.780
Ivanov 6                 ; 2020Alessi          ;      ;  8.78 
Ivanov 6                 ; Kharchenko+ 2013    ; 1.145;  6.600
Ivanov 7                 ; 2016DAML            ; 0.37 ;  8.55 
Ivanov 7                 ; Kharchenko+ 2013    ; 0.666;  8.700
Ivanov 8                 ; 2016DAML            ; 1.08 ;  9.20 
Ivanov 8                 ; Kharchenko+ 2013    ; 0.479;  7.800
Ivanov 9                 ; 2016DAML            ; 0.02 ;  7.90 
Ivanov 9                 ; Kharchenko+ 2013    ; 0.729;  6.500
Johansson 1              ; 2016DAML            ; 0.17 ;  8.30 
Johansson 1              ; Kharchenko+ 2013    ; 0.171;  8.725
Juchert 1                ; 2016DAML            ; 1.27 ;  9.10 
Juchert 1                ; 2017AstBu..72..257L ; 1.006;  8.930
Juchert 1                ; Kharchenko+ 2013    ; 1.562;  8.675
Juchert 10               ; 2016DAML            ; 2.06 ;  8.90 
Juchert 10               ; BDCC                ; 1.67 ;  8.50 
Juchert 11               ; 2016DAML            ; 1.901;  8.900
Juchert 11               ; 2017AstBu..72..257L ; 1.452;  7.450
Juchert 11               ; Kharchenko+ 2013    ; 1.901;  8.900
Juchert 12               ; 2016DAML            ; 0.87 ;  7.85 
Juchert 13               ; 2016DAML            ; 0.73 ;  9.05 
Juchert 13               ; Kharchenko+ 2013    ; 0.833;  9.000
Juchert 18               ; 2016DAML            ; 0.625;  9.020
Juchert 18               ; Kharchenko+ 2013    ; 0.625;  9.020
Juchert 19               ; 2016DAML            ; 0.28 ;  9.30 
Juchert 19               ; Kharchenko+ 2013    ; 0.899;  9.300
Juchert 20               ; 2016DAML            ; 0.70 ;  8.55 
Juchert 20               ; 2017AstBu..72..257L ; 0.618;  7.700
Juchert 20               ; Kharchenko+ 2013    ; 0.791;  8.225
Juchert 23               ; BDCC                ; 0.62 ;  8.70 
Juchert 3                ; 2016DAML            ; 1.67 ;  8.95 
Juchert 3                ; 2017AstBu..72..257L ; 1.753;  8.920
Juchert 3                ; Kharchenko+ 2013    ; 2.478;  6.000
Juchert 9                ; 2016DAML            ; 0.79 ;  7.6  
Juchert 9                ; Kharchenko+ 2013    ; 1.416;  6.700
Juchert-Saloranta 1      ; 2016DAML            ; 0.83 ;  9.05 
Juchert-Saloranta 1      ; 2017AstBu..72..257L ; 0.633;  9.050
Juchert-Saloranta 1      ; Kharchenko+ 2013    ; 0.833;  9.300
KKC 31                   ; BDCC                ;      ;  6.00 
KKC 6                    ; BDCC                ; 1.16 ;       
KKC 9                    ; BDCC                ; 1.74 ;       
KMS 35                   ; Kharchenko+ 2013    ; 2.124;  6.600
Kharchenko 1             ; 2016DAML            ; 0.30 ;  8.0  
Kharchenko 1             ; 2017AstBu..72..257L ; 0.165;  8.180
Kharchenko 1             ; Kharchenko+ 2013    ; 0.729;  8.350
Kharchenko 2             ; 2016DAML            ; 0.72 ;  8.0  
Kharchenko 2             ; Kharchenko+ 2013    ; 1.041;  8.425
Kharchenko 3             ; 2016DAML            ; 0.72 ;  8.0  
Kharchenko 3             ; BDCC                ; 0.72 ;  8.00 
Kim 1                    ; BDCC                ; 0.07 ; 10.08 
Kim 2                    ; BDCC                ;      ; 10.06 
Kim 3                    ; BDCC                ; 0.06 ;  9.98 
King 1                   ; 2016DAML            ; 0.76 ;  9.6  
King 1                   ; 2017AstBu..72..257L ; 0.747;  9.170
King 1                   ; Kharchenko+ 2013    ; 0.625;  9.700
King 10                  ; 2016DAML            ; 1.138;  7.446
King 10                  ; 2017AstBu..72..257L ; 1.126;  7.450
King 10                  ; Kharchenko+ 2013    ; 1.249;  7.825
King 11                  ; 2016DAML            ; 1.270;  9.048
King 11                  ; 2017AstBu..72..257L ; 1.157;  9.071
King 11                  ; Kharchenko+ 2013    ; 0.949;  9.320
King 12                  ; 2016DAML            ; 0.51 ;  7.85 
King 12                  ; 2017AstBu..72..257L ; 0.578;  7.037
King 12                  ; Kharchenko+ 2013    ; 0.589;  7.145
King 13                  ; 2016DAML            ; 0.82 ;  8.5  
King 13                  ; 2017AstBu..72..257L ; 0.506;  8.620
King 13                  ; Kharchenko+ 2013    ; 0.820;  8.595
King 14                  ; 2016DAML            ; 0.34 ;  7.9  
King 14                  ; 2017AstBu..72..257L ; 0.413;  7.927
King 14                  ; Kharchenko+ 2013    ; 0.600;  7.700
King 15                  ; 2016DAML            ; 0.70 ;  8.40 
King 15                  ; 2017AstBu..72..257L ; 0.530;  8.490
King 15                  ; Kharchenko+ 2013    ; 0.700;  8.400
King 16                  ; 2016DAML            ; 0.89 ;  7.0  
King 16                  ; 2017AstBu..72..257L ; 0.486;  8.350
King 16                  ; Kharchenko+ 2013    ; 0.833;  7.800
King 17                  ; 2016DAML            ; 0.56 ;  8.4  
King 17                  ; 2017AstBu..72..257L ; 0.241;  8.790
King 17                  ; Kharchenko+ 2013    ; 0.700;  7.850
King 18                  ; 2016DAML            ; 0.69 ;  8.10 
King 18                  ; 2017AstBu..72..257L ; 0.400;  8.780
King 18                  ; Kharchenko+ 2013    ; 0.600;  8.525
King 19                  ; 2016DAML            ; 0.547;  8.557
King 19                  ; 2017AstBu..72..257L ; 0.571;  8.611
King 19                  ; Kharchenko+ 2013    ; 0.600;  9.100
King 2                   ; 2016DAML            ; 0.31 ;  9.78 
King 2                   ; 2017AstBu..72..257L ; 0.548;  9.450
King 2                   ; Kharchenko+ 2013    ; 0.300;  9.670
King 20                  ; 2016DAML            ; 0.65 ;  8.30 
King 20                  ; 2017AstBu..72..257L ; 0.561;  8.320
King 20                  ; 2019 Bossini        ; 2.667;  8.543
King 20                  ; Kharchenko+ 2013    ; 0.700;  8.648
King 21                  ; 2016DAML            ; 0.886;  7.163
King 21                  ; 2017AstBu..72..257L ; 0.856;  7.213
King 21                  ; Kharchenko+ 2013    ; 0.799;  7.800
King 23                  ; 2016DAML            ; 0.16 ;  8.95 
King 23                  ; 2017AstBu..72..257L ; 0.164;  8.980
King 23                  ; Kharchenko+ 2013    ; 0.208;  8.950
King 25                  ; Kharchenko+ 2013    ; 1.332;  8.450
King 26                  ; 2016DAML            ; 1.27 ;  8.64 
King 26                  ; 2017AstBu..72..257L ; 0.598;  8.860
King 26                  ; Kharchenko+ 2013    ; 1.020;  8.680
King 4                   ; 2016DAML            ; 0.863;  7.605
King 4                   ; 2017AstBu..72..257L ; 0.855;  7.639
King 4                   ; 2019 Bossini        ; 2.778;  7.646
King 4                   ; Kharchenko+ 2013    ; 0.895;  8.205
King 5                   ; 2016DAML            ; 0.70 ;  9.10 
King 5                   ; 2017AstBu..72..257L ; 0.729;  9.096
King 5                   ; Kharchenko+ 2013    ; 0.670;  9.090
King 6                   ; 2016DAML            ; 0.50 ;  8.40 
King 6                   ; 2017AstBu..72..257L ; 0.624;  6.950
King 6                   ; 2019 Bossini        ; 1.357;  8.582
King 6                   ; Kharchenko+ 2013    ; 0.300;  8.975
King 7                   ; 2016DAML            ; 1.25 ;  8.82 
King 7                   ; 2017AstBu..72..257L ; 1.092;  8.630
King 7                   ; Kharchenko+ 2013    ; 1.249;  8.850
King 8                   ; 2016DAML            ; 0.580;  8.618
King 8                   ; 2017AstBu..72..257L ; 0.563;  8.603
King 8                   ; Kharchenko+ 2013    ; 0.631;  9.005
King 9                   ; 2016DAML            ; 0.37 ;  9.5  
King 9                   ; 2017AstBu..72..257L ; 0.365;  8.840
King 9                   ; Kharchenko+ 2013    ; 0.371;  9.500
Kirkpatrick 1            ; BDCC                ; 2.31 ;  9.30 
Koposov 1                ; BDCC                ; 0.01 ;  9.90 
Koposov 10               ; 2016DAML            ; 0.81 ;  8.60 
Koposov 10               ; 2017AstBu..72..257L ; 0.645;  8.620
Koposov 10               ; Kharchenko+ 2013    ; 0.625;  8.775
Koposov 12               ; 2016DAML            ; 0.51 ;  8.78 
Koposov 12               ; 2019 Bossini        ; 1.494;  8.542
Koposov 12               ; Kharchenko+ 2013    ; 0.450;  8.910
Koposov 2                ; Kharchenko+ 2013    ; 0.021; 10.100
Koposov 27               ; 2016DAML            ; 0.45 ;  8.65 
Koposov 27               ; Kharchenko+ 2013    ; 0.750;  8.755
Koposov 36               ; 2016DAML            ; 0.83 ;  8.35 
Koposov 36               ; 2017AstBu..72..257L ; 0.777;  8.580
Koposov 36               ; Kharchenko+ 2013    ; 0.831;  8.445
Koposov 41               ; BDCC                ; 1.04 ;  8.86 
Koposov 43               ; 2016DAML            ; 0.38 ;  9.30 
Koposov 43               ; 2017AstBu..72..257L ; 0.706;  7.800
Koposov 43               ; Kharchenko+ 2013    ; 0.650;  9.115
Koposov 53               ; 2016DAML            ; 0.41 ;  7.95 
Koposov 53               ; 2017AstBu..72..257L ; 0.217;  8.200
Koposov 53               ; Kharchenko+ 2013    ; 0.333;  8.055
Koposov 58               ; BDCC                ; 0.52 ;  8.64 
Koposov 62               ; 2016DAML            ; 0.34 ;  9.40 
Koposov 62               ; Kharchenko+ 2013    ; 0.375;  9.415
Koposov 63               ; 2016DAML            ; 0.26 ;  9.15 
Koposov 63               ; 2017AstBu..72..257L ; 0.386;  8.300
Koposov 63               ; Kharchenko+ 2013    ; 0.500;  9.220
Koposov 77               ; 2016DAML            ; 0.56 ;  9.08 
Koposov 77               ; Kharchenko+ 2013    ; 0.570;  9.445
Kronb J1817-1842         ; BDCC                ;      ;  7.00 
Kronb J1817-1849         ; BDCC                ;      ;  8.00 
Kronb J1817-1851         ; BDCC                ;      ;  7.46 
Kronberger 1             ; 2016DAML            ; 0.52 ;  7.5  
Kronberger 1             ; 2017AstBu..72..257L ; 0.520;  7.470
Kronberger 1             ; Kharchenko+ 2013    ; 0.573;  6.900
Kronberger 110           ; wilton.unifei.edu.br;      ;  6.87 
Kronberger 118           ; wilton.unifei.edu.br;      ;  9.12 
Kronberger 12            ; 2016DAML            ; 0.97 ;  8.20 
Kronberger 12            ; Kharchenko+ 2013    ; 0.666;  8.870
Kronberger 121           ; wilton.unifei.edu.br;      ;  6.83 
Kronberger 124           ; wilton.unifei.edu.br;      ;  7.83 
Kronberger 126           ; wilton.unifei.edu.br;      ;  8.77 
Kronberger 13            ; 2016DAML            ; 1.13 ;  8.60 
Kronberger 13            ; Kharchenko+ 2013    ; 1.197;  8.525
Kronberger 133           ; wilton.unifei.edu.br;      ;  7.49 
Kronberger 135           ; wilton.unifei.edu.br;      ;  7.14 
Kronberger 150           ; wilton.unifei.edu.br;      ;  7.76 
Kronberger 18            ; 2016DAML            ; 1.29 ;  8.00 
Kronberger 18            ; 2017AstBu..72..257L ; 0.376;  8.710
Kronberger 18            ; Kharchenko+ 2013    ; 0.700;  7.250
Kronberger 2             ; 2016DAML            ; 1.10 ;  8.00 
Kronberger 2             ; Kharchenko+ 2013    ; 1.791;  8.200
Kronberger 23            ; 2016DAML            ; 1.10 ;  8.00 
Kronberger 23            ; BDCC                ; 1.10 ;  8.00 
Kronberger 25            ; 2016DAML            ; 1.32 ;  7.70 
Kronberger 25            ; BDCC                ; 1.32 ;  7.70 
Kronberger 28            ; 2016DAML            ; 2.26 ;  8.60 
Kronberger 28            ; Kharchenko+ 2013    ; 0.770;  8.855
Kronberger 3             ; Kharchenko+ 2013    ; 0.833;  8.300
Kronberger 31            ; 2016DAML            ; 0.84 ;       
Kronberger 31            ; Kharchenko+ 2013    ; 1.228;  8.500
Kronberger 36            ; BDCC                ; 0.76 ;  8.40 
Kronberger 37            ; wilton.unifei.edu.br;      ;  6.81 
Kronberger 38            ; BDCC                ; 0.83 ;  6.05 
Kronberger 39            ; 2016DAML            ; 0.90 ;       
Kronberger 39            ; wilton.unifei.edu.br;      ;  7.24 
Kronberger 39            ; Kharchenko+ 2013    ; 0.999;  6.000
Kronberger 4             ; 2016DAML            ; 0.56 ;       
Kronberger 4             ; Kharchenko+ 2013    ; 0.437;  9.100
Kronberger 49            ; BDCC                ; 1.35 ; 10.00 
Kronberger 5             ; Kharchenko+ 2013    ; 2.082;  8.095
Kronberger 52            ; 2016DAML            ; 2.45 ;  8.11 
Kronberger 52            ; Kharchenko+ 2013    ; 0.979;  9.000
Kronberger 54            ; 2016DAML            ; 0.94 ;  8.40 
Kronberger 54            ; Kharchenko+ 2013    ; 0.895;  8.830
Kronberger 55            ; 2016DAML            ; 1.13 ;  8.60 
Kronberger 55            ; Kharchenko+ 2013    ; 0.958;  7.380
Kronberger 57            ; 2016DAML            ; 1.06 ;  8.20 
Kronberger 57            ; 2017AstBu..72..257L ; 1.152;  8.230
Kronberger 57            ; Kharchenko+ 2013    ; 1.478;  8.950
Kronberger 58            ; 2016DAML            ; 1.35 ;  8.20 
Kronberger 58            ; BDCC                ; 1.35 ;  8.20 
Kronberger 59            ; 2016DAML            ; 0.84 ;  8.00 
Kronberger 59            ; Kharchenko+ 2013    ; 0.833;  8.000
Kronberger 60            ; 2016DAML            ; 0.84 ;  8.90 
Kronberger 60            ; BDCC                ; 0.84 ;  8.90 
Kronberger 68            ; 2016DAML            ; 2.19 ;  8.30 
Kronberger 68            ; 2017AstBu..72..257L ; 0.639;  8.580
Kronberger 68            ; Kharchenko+ 2013    ; 2.020;  8.540
Kronberger 69            ; 2016DAML            ; 1.80 ;  7.85 
Kronberger 69            ; 2017AstBu..72..257L ; 0.558;  8.770
Kronberger 69            ; Kharchenko+ 2013    ; 2.040;  7.900
Kronberger 72            ; 2016DAML            ; 0.55 ;  8.70 
Kronberger 72            ; Kharchenko+ 2013    ; 0.458;  8.850
Kronberger 73            ; 2016DAML            ; 0.97 ;  8.60 
Kronberger 73            ; Kharchenko+ 2013    ; 1.103;  8.830
Kronberger 74            ; 2016DAML            ; 0.87 ;  9.00 
Kronberger 74            ; Kharchenko+ 2013    ; 0.916;  9.000
Kronberger 79            ; 2016DAML            ; 1.30 ;  8.35 
Kronberger 79            ; 2017AstBu..72..257L ; 0.844;  9.020
Kronberger 79            ; Kharchenko+ 2013    ; 1.437;  8.390
Kronberger 80            ; 2016DAML            ; 1.29 ;  8.85 
Kronberger 80            ; Kharchenko+ 2013    ; 1.291;  8.750
Kronberger 81            ; 2016DAML            ; 1.801;  8.600
Kronberger 81            ; 2017AstBu..72..257L ; 0.785;  8.840
Kronberger 81            ; Kharchenko+ 2013    ; 1.801;  8.600
Kronberger 84            ; 2016DAML            ; 0.61 ;  8.78 
Kronberger 84            ; 2017AstBu..72..257L ; 0.308;  8.750
Kronberger 84            ; Kharchenko+ 2013    ; 0.541;  8.825
Kronberger 85            ; 2016DAML            ; 1.17 ;  8.80 
Kronberger 85            ; Kharchenko+ 2013    ; 1.457;  8.500
Kronberger 88            ; BDCC                ;      ; 10.00 
Kumar 21                 ; Kharchenko+ 2013    ; 1.651;  7.680
L 1641S                  ; Kharchenko+ 2013    ; 2.082;  6.620
LAMOST 1                 ; BDCC                ;      ; 10.04 
LDEG91 3                 ; BDCC                ; 3.52 ;  6.45 
LDEG91 4                 ; BDCC                ; 3.12 ;  6.55 
LDN 1211                 ; Kharchenko+ 2013    ; 1.599;  9.100
LDN 1495W                ; Kharchenko+ 2013    ; 2.238;  8.200
LDN 988e                 ; Kharchenko+ 2013    ; 1.876;  6.670
LeDuigou-Knodlseder 14   ; BDCC                ;      ;  7.13 
LSS 2063 Assoc           ; BDCC                ; 1.28 ;       
La Plata 1               ; BDCC                ; 0.27 ;  7.95 
La Serena 284            ; BDCC                ;      ;  6.00 
La Serena 48             ; BDCC                ;      ;  6.50 
Lac OB1                  ; BDCC                ;      ;  7.20 
Laevens 3                ; BDCC                ; 0.07 ;  9.95 
Lagoon A                 ; BDCC                ;      ;  6.34 
Lagoon B                 ; BDCC                ;      ;  6.15 
Lagoon C                 ; BDCC                ;      ;  6.20 
Lagoon D                 ; BDCC                ;      ;  6.25 
Lagoon E                 ; BDCC                ;      ;  6.28 
Lagoon F                 ; BDCC                ;      ;  6.36 
Lagoon G                 ; BDCC                ;      ;  6.34 
Lagoon H                 ; BDCC                ;      ;  6.32 
Lagoon I                 ; BDCC                ;      ;  6.32 
Lagoon J                 ; BDCC                ;      ;  6.43 
Lagoon K                 ; BDCC                ;      ;  6.15 
Latham 1                 ; 2016DAML            ; 0.208;  9.400
Latham 1                 ; Kharchenko+ 2013    ; 0.208;  9.400
Latyshev 1               ; 2020Alessi          ; 0.00 ;  9.55 
Latyshev 2               ; BDCC                ; 0.01 ;  8.60 
Liller 1                 ; BDCC                ; 3.07 ; 10.10 
LkHalpha 101             ; Kuhn+ 2019          ;      ;  6.15 
Loden 1                  ; 2016DAML            ; 0.10 ;  9.29 
Loden 1                  ; Kharchenko+ 2013    ; 0.223;  8.300
Loden 1002               ; 2016DAML            ; 0.396;  8.000
Loden 1002               ; Kharchenko+ 2013    ; 0.396;  8.000
Loden 1010               ; 2016DAML            ; 0.20 ;  8.69 
Loden 1010               ; Kharchenko+ 2013    ; 0.200;  8.825
Loden 1095               ; 2016DAML            ; 0.854;  8.550
Loden 1095               ; Kharchenko+ 2013    ; 0.854;  8.550
Loden 1101               ; 2016DAML            ; 0.625;  6.550
Loden 1101               ; Kharchenko+ 2013    ; 0.625;  6.550
Loden 112                ; 2016DAML            ; 0.60 ;  6.96 
Loden 112                ; Kharchenko+ 2013    ; 0.791;  6.960
Loden 1152               ; 2016DAML            ; 0.573;  8.065
Loden 1152               ; Kharchenko+ 2013    ; 0.573;  8.065
Loden 1171               ; 2016DAML            ; 0.20 ;  8.45 
Loden 1171               ; Kharchenko+ 2013    ; 0.200;  8.590
Loden 1177               ; 2016DAML            ; 0.625;  9.175
Loden 1177               ; Kharchenko+ 2013    ; 0.625;  9.175
Loden 1194               ; 2016DAML            ; 0.05 ;  8.53 
Loden 1194               ; 2019 Bossini        ; 0.109;  8.515
Loden 1194               ; Kharchenko+ 2013    ; 0.042;  8.705
Loden 1202               ; 2016DAML            ; 0.833;  8.645
Loden 1202               ; Kharchenko+ 2013    ; 0.833;  8.645
Loden 1225               ; 2016DAML            ; 0.20 ;  8.67 
Loden 1225               ; Kharchenko+ 2013    ; 0.250;  8.670
Loden 1256               ; 2016DAML            ; 0.30 ;  8.41 
Loden 1256               ; Kharchenko+ 2013    ; 0.489;  8.580
Loden 1282               ; 2016DAML            ; 0.312;  8.150
Loden 1282               ; Kharchenko+ 2013    ; 0.312;  8.150
Loden 1289               ; 2016DAML            ; 0.874;  8.600
Loden 1289               ; Kharchenko+ 2013    ; 0.874;  8.600
Loden 1339               ; 2016DAML            ; 0.833;  8.090
Loden 1339               ; Kharchenko+ 2013    ; 0.833;  8.090
Loden 1373               ; 2016DAML            ; 1.041;  7.950
Loden 1373               ; Kharchenko+ 2013    ; 1.041;  7.950
Loden 1375               ; 2016DAML            ; 0.625;  7.900
Loden 1375               ; Kharchenko+ 2013    ; 0.625;  7.900
Loden 1378               ; 2016DAML            ; 0.479;  8.840
Loden 1378               ; Kharchenko+ 2013    ; 0.479;  8.840
Loden 1409               ; 2016DAML            ; 0.937;  8.000
Loden 1409               ; Kharchenko+ 2013    ; 0.937;  8.000
Loden 143                ; 2016DAML            ; 0.10 ;  8.45 
Loden 143                ; 2017AstBu..72..257L ; 0.100;  8.450
Loden 143                ; Kharchenko+ 2013    ; 0.125;  8.450
Loden 153                ; 2016DAML            ; 0.28 ;  6.74 
Loden 153                ; Kharchenko+ 2013    ; 0.323;  6.300
Loden 165                ; 2016DAML            ; 0.25 ;  9.48 
Loden 165                ; Kharchenko+ 2013    ; 0.250;  8.250
Loden 172                ; 2016DAML            ; 0.146;  8.000
Loden 172                ; Kharchenko+ 2013    ; 0.146;  8.000
Loden 189                ; 2016DAML            ; 0.13 ;  8.64 
Loden 189                ; 2017AstBu..72..257L ; 0.130;  8.640
Loden 189                ; Kharchenko+ 2013    ; 0.104;  7.990
Loden 2045               ; 2016DAML            ; 1.041;  6.800
Loden 2045               ; Kharchenko+ 2013    ; 1.041;  6.800
Loden 2115               ; 2016DAML            ; 0.677;  8.960
Loden 2115               ; Kharchenko+ 2013    ; 0.677;  8.960
Loden 213                ; 2016DAML            ; 0.416;  8.875
Loden 213                ; Kharchenko+ 2013    ; 0.416;  8.875
Loden 2158               ; 2016DAML            ; 1.666;  8.500
Loden 2158               ; Kharchenko+ 2013    ; 1.666;  8.500
Loden 2159               ; 2016DAML            ; 1.770;  8.500
Loden 2159               ; Kharchenko+ 2013    ; 1.770;  8.500
Loden 2313               ; 2016DAML            ; 0.281;  8.290
Loden 2313               ; Kharchenko+ 2013    ; 0.281;  8.290
Loden 2326               ; 2016DAML            ; 0.41 ;  8.3  
Loden 2326               ; Kharchenko+ 2013    ; 0.573;  8.830
Loden 27                 ; 2016DAML            ; 0.937;  6.600
Loden 27                 ; Kharchenko+ 2013    ; 0.937;  6.600
