TODO: get all the true references behind 'BDCC' and padronize them all to bibcode format

Name                     ; Reference           ;E(B-V);  log_t
Loden 28                 ; 2016DAML            ; 0.62 ;  7.30 
Loden 28                 ; Kharchenko+ 2013    ; 0.583;  7.405
Loden 280                ; 2016DAML            ; 0.625;  8.910
Loden 280                ; Kharchenko+ 2013    ; 0.625;  8.910
Loden 282                ; 2016DAML            ; 0.16 ;       
Loden 282                ; BDCC                ; 0.16 ;  7.98 
Loden 306                ; 2016DAML            ; 0.24 ;  6.76 
Loden 306                ; Kharchenko+ 2013    ; 0.448;  6.760
Loden 309                ; 2016DAML            ; 0.25 ;  8.63 
Loden 309                ; Kharchenko+ 2013    ; 0.250;  8.050
Loden 372                ; 2016DAML            ; 0.40 ;  8.55 
Loden 372                ; Kharchenko+ 2013    ; 0.354;  8.320
Loden 402                ; 2016DAML            ; 0.18 ;  8.20 
Loden 402                ; Kharchenko+ 2013    ; 0.312;  8.400
Loden 46                 ; 2016DAML            ; 0.14 ;  9.03 
Loden 46                 ; 2017AstBu..72..257L ; 0.140;  9.030
Loden 46                 ; Kharchenko+ 2013    ; 0.416;  8.000
Loden 466                ; wilton.unifei.edu.br;      ;  7.16 
Loden 467                ; 2016DAML            ; 0.625;  6.600
Loden 467                ; Kharchenko+ 2013    ; 0.625;  6.600
Loden 480                ; 2016DAML            ; 0.30 ;  8.71 
Loden 480                ; Kharchenko+ 2013    ; 0.208;  8.700
Loden 481                ; 2016DAML            ; 0.24 ;  8.19 
Loden 481                ; Kharchenko+ 2013    ; 0.260;  8.385
Loden 565                ; 2016DAML            ; 0.20 ;  8.05 
Loden 565                ; Kharchenko+ 2013    ; 0.200;  8.375
Loden 59                 ; 2016DAML            ; 0.02 ;  8.45 
Loden 59                 ; Kharchenko+ 2013    ; 0.062;  8.300
Loden 615                ; 2016DAML            ; 0.05 ;  8.63 
Loden 615                ; Kharchenko+ 2013    ; 0.050;  8.630
Loden 624                ; 2016DAML            ; 0.416;  7.600
Loden 624                ; Kharchenko+ 2013    ; 0.416;  7.600
Loden 682                ; 2016DAML            ; 0.20 ;  8.41 
Loden 682                ; 2017AstBu..72..257L ; 0.321;  8.476
Loden 682                ; Kharchenko+ 2013    ; 0.250;  8.470
Loden 694                ; 2016DAML            ; 0.24 ;  7.38 
Loden 694                ; Kharchenko+ 2013    ; 0.250;  7.380
Loden 757                ; 2016DAML            ; 0.666;  8.070
Loden 757                ; Kharchenko+ 2013    ; 0.666;  8.070
Loden 807                ; 2016DAML            ; 0.20 ;  8.30 
Loden 807                ; 2017AstBu..72..257L ; 1.310;  8.600
Loden 807                ; Kharchenko+ 2013    ; 0.200;  8.300
Loden 821                ; 2016DAML            ; 0.50 ;  7.29 
Loden 821                ; Kharchenko+ 2013    ; 0.437;  7.455
Loden 848                ; 2016DAML            ; 0.396;  8.750
Loden 848                ; Kharchenko+ 2013    ; 0.396;  8.750
Loden 89                 ; 2016DAML            ; 0.05 ;  8.47 
Loden 89                 ; 2017AstBu..72..257L ; 0.050;  8.470
Loden 89                 ; Kharchenko+ 2013    ; 0.050;  8.300
Loden 894                ; 2016DAML            ; 0.729;  9.040
Loden 894                ; Kharchenko+ 2013    ; 0.729;  9.040
Loden 915                ; 2016DAML            ; 0.15 ;  8.44 
Loden 915                ; Kharchenko+ 2013    ; 0.150;  8.445
Loden 991                ; 2016DAML            ; 0.21 ;  9.35 
Loden 991                ; Kharchenko+ 2013    ; 1.249;  7.250
Loden 995                ; 2016DAML            ; 0.30 ;  8.34 
Loden 995                ; Kharchenko+ 2013    ; 0.458;  8.625
Loiano 1                 ; 2016DAML            ; 0.44 ;  8.40 
Loiano 1                 ; 2017AstBu..72..257L ; 0.735;  7.410
Loiano 1                 ; Kharchenko+ 2013    ; 0.614;  8.900
Loktin-Popova 1          ; 2017AstBu..72..257L ; 0.491;  8.530
Loktin-Popova 10         ; 2017AstBu..72..257L ; 0.429;  8.740
Loktin-Popova 11         ; 2017AstBu..72..257L ; 0.959;  8.650
Loktin-Popova 12         ; 2017AstBu..72..257L ; 0.661;  8.950
Loktin-Popova 13         ; 2017AstBu..72..257L ; 0.647;  9.400
Loktin-Popova 14         ; 2017AstBu..72..257L ; 0.370;  8.590
Loktin-Popova 15         ; 2017AstBu..72..257L ; 0.562;  7.100
Loktin-Popova 16         ; 2017AstBu..72..257L ; 0.232;  8.350
Loktin-Popova 17         ; 2017AstBu..72..257L ; 0.380;  6.800
Loktin-Popova 18         ; 2017AstBu..72..257L ; 0.541;  9.000
Loktin-Popova 19         ; 2017AstBu..72..257L ; 0.383;  6.600
Loktin-Popova 2          ; 2017AstBu..72..257L ; 0.709;  7.200
Loktin-Popova 20         ; 2017AstBu..72..257L ; 0.458;  9.220
Loktin-Popova 21         ; 2017AstBu..72..257L ; 0.218;  8.800
Loktin-Popova 22         ; 2017AstBu..72..257L ; 0.659;  9.130
Loktin-Popova 23         ; 2017AstBu..72..257L ; 0.727;  8.260
Loktin-Popova 24         ; 2017AstBu..72..257L ; 0.542;  7.720
Loktin-Popova 25         ; 2017AstBu..72..257L ; 0.482;  8.920
Loktin-Popova 26         ; 2017AstBu..72..257L ; 0.162;  9.400
Loktin-Popova 27         ; 2017AstBu..72..257L ; 0.289;  9.410
Loktin-Popova 28         ; 2017AstBu..72..257L ; 0.314;  8.510
Loktin-Popova 29         ; 2017AstBu..72..257L ; 0.382;  7.500
Loktin-Popova 30         ; 2017AstBu..72..257L ; 0.552;  8.230
Loktin-Popova 31         ; 2017AstBu..72..257L ; 0.844;  8.750
Loktin-Popova 32         ; 2017AstBu..72..257L ; 0.489;  7.200
Loktin-Popova 33         ; 2017AstBu..72..257L ; 0.376;  7.400
Loktin-Popova 34         ; 2017AstBu..72..257L ; 0.355;  6.600
Loktin-Popova 35         ; 2017AstBu..72..257L ; 0.344;  8.850
Loktin-Popova 36         ; 2017AstBu..72..257L ; 0.145;  8.800
Loktin-Popova 37         ; 2017AstBu..72..257L ; 0.341;  8.950
Loktin-Popova 38         ; 2017AstBu..72..257L ; 0.261;  9.050
Loktin-Popova 39         ; 2017AstBu..72..257L ; 0.473;  8.580
Loktin-Popova 4          ; 2017AstBu..72..257L ; 0.555;  8.580
Loktin-Popova 40         ; 2017AstBu..72..257L ; 0.765;  7.800
Loktin-Popova 41         ; 2017AstBu..72..257L ; 0.268;  8.550
Loktin-Popova 42         ; 2017AstBu..72..257L ; 0.688;  6.600
Loktin-Popova 43         ; 2017AstBu..72..257L ; 0.361;  6.800
Loktin-Popova 44         ; 2017AstBu..72..257L ; 0.073;  6.600
Loktin-Popova 45         ; 2017AstBu..72..257L ; 0.608;  7.650
Loktin-Popova 46         ; 2017AstBu..72..257L ; 0.850;  6.600
Loktin-Popova 47         ; 2017AstBu..72..257L ; 0.473;  7.400
Loktin-Popova 48         ; 2017AstBu..72..257L ; 0.147;  8.910
Loktin-Popova 49         ; 2017AstBu..72..257L ; 0.573;  7.200
Loktin-Popova 5          ; 2017AstBu..72..257L ; 0.620;  8.480
Loktin-Popova 50A        ; 2017AstBu..72..257L ; 0.323;  8.850
Loktin-Popova 51A        ; 2017AstBu..72..257L ; 0.398;  8.400
Loktin-Popova 52A        ; 2017AstBu..72..257L ; 0.102;  7.170
Loktin-Popova 53A        ; 2017AstBu..72..257L ; 0.509;  7.810
Loktin-Popova 54A        ; 2017AstBu..72..257L ; 0.674;  8.610
Loktin-Popova 55A        ; 2017AstBu..72..257L ; 0.283;  8.980
Loktin-Popova 6          ; 2017AstBu..72..257L ; 0.667;  7.620
Loktin-Popova 7          ; 2017AstBu..72..257L ; 0.692;  7.530
Loktin-Popova 8          ; 2017AstBu..72..257L ; 0.832;  8.270
Loktin-Popova 9          ; 2017AstBu..72..257L ; 0.468;  7.700
Lower Cen Cru            ; Gagne+ 2018         ;      ;  7.176
Lynga 1                  ; 2016DAML            ; 0.45 ;  8.00 
Lynga 1                  ; 2017AstBu..72..257L ; 0.463;  8.076
Lynga 1                  ; 2019 Bossini        ; 1.487;  7.934
Lynga 1                  ; Kharchenko+ 2013    ; 0.500;  8.390
Lynga 11                 ; 2016DAML            ; 0.70 ;  8.80 
Lynga 11                 ; Kharchenko+ 2013    ; 1.353;  6.000
Lynga 12                 ; 2016DAML            ; 0.22 ;  8.75 
Lynga 12                 ; Kharchenko+ 2013    ; 0.833;  9.250
Lynga 13                 ; 2016DAML            ; 0.511;  8.92 
Lynga 13                 ; Kharchenko+ 2013    ; 1.041;  9.200
Lynga 14                 ; 2016DAML            ; 1.428;  6.712
Lynga 14                 ; 2017AstBu..72..257L ; 1.305;  7.057
Lynga 14                 ; Kharchenko+ 2013    ; 1.197;  7.750
Lynga 15                 ; 2016DAML            ; 0.625;  7.400
Lynga 15                 ; Kharchenko+ 2013    ; 0.625;  7.400
Lynga 2                  ; 2016DAML            ; 0.22 ;  7.95 
Lynga 2                  ; 2017AstBu..72..257L ; 0.217;  8.163
Lynga 2                  ; 2019 Bossini        ; 0.223;  7.933
Lynga 2                  ; Kharchenko+ 2013    ; 0.323;  8.430
Lynga 3                  ; 2016DAML            ; 1.562;  8.915
Lynga 3                  ; Kharchenko+ 2013    ; 1.562;  8.915
Lynga 4                  ; 2016DAML            ; 0.70 ;  9.11 
Lynga 4                  ; Kharchenko+ 2013    ; 1.301;  8.550
Lynga 5                  ; 2016DAML            ; 0.874;  8.975
Lynga 5                  ; Kharchenko+ 2013    ; 0.874;  8.975
Lynga 6                  ; 2016DAML            ; 1.250;  7.430
Lynga 6                  ; 2017AstBu..72..257L ; 1.231;  7.492
Lynga 6                  ; Kharchenko+ 2013    ; 1.270;  7.450
Lynga 7                  ; 2017AstBu..72..257L ; 0.273;  7.930
Lynga 7                  ; Kharchenko+ 2013    ; 0.874; 10.050
Lynga 8                  ; 2016DAML            ; 0.57 ;  9.30 
Lynga 8                  ; Kharchenko+ 2013    ; 0.833;  9.290
Lynga 9                  ; 2016DAML            ; 1.18 ;  8.85 
Lynga 9                  ; Kharchenko+ 2013    ; 1.166;  8.820
M 17 C                   ; BDCC                ;      ;  6.15 
M 17 D                   ; BDCC                ;      ;  6.04 
M 17 E                   ; BDCC                ;      ;  6.38 
M 17 H                   ; BDCC                ;      ;  6.00 
M 17 I                   ; BDCC                ;      ;  6.15 
M 17 K                   ; BDCC                ;      ;  6.00 
M 17 L                   ; BDCC                ;      ;  6.08 
M 17 N                   ; BDCC                ;      ;  6.20 
M 17 O                   ; BDCC                ;      ;  5.84 
MBM 12 Assoc             ; BDCC                ;      ;  6.30 
Melnik-Efremov 4         ; BDCC                ; 0.73 ;  7.00 
MEB 1                    ; BDCC                ;      ; 10.00 
MQI cl 16.7              ; BDCC                ;      ;  7.30 
MQI cl 49.3              ; BDCC                ;      ;  7.30 
MQI cl 59.8              ; BDCC                ;      ;  8.30 
Majaess 207              ; wilton.unifei.edu.br;      ;  6.90 
Majaess 211              ; wilton.unifei.edu.br;      ;  8.22 
Majaess 225              ; wilton.unifei.edu.br;      ;  7.04 
Majaess 227              ; wilton.unifei.edu.br;      ;  8.73 
Majaess 231              ; BDCC                ; 0.02 ;  7.85 
Majaess 29               ; wilton.unifei.edu.br;      ;  7.08 
Majaess 50               ; wilton.unifei.edu.br;      ;  7.64 
Majaess 65               ; wilton.unifei.edu.br;      ;  7.67 
Majaess 70               ; wilton.unifei.edu.br;      ;  6.72 
Majaess 78               ; BDCC                ;      ;  6.70 
Majaess 95               ; wilton.unifei.edu.br;      ;  8.46 
Majaess 99               ; wilton.unifei.edu.br;      ;  6.66 
Mamajek 1                ; 2016DAML            ; 0.00 ;  6.9  
Mamajek 1                ; Kharchenko+ 2013    ; 0.000;  6.990
Mamajek 11               ; 2020Alessi          ;      ;  6.04 
Mamajek 13               ; BDCC                ; 0.86 ;       
Mamajek 17               ; 2020Alessi          ;      ;  7.22 
Mamajek 17               ; BDCC                ; 0.03 ;  7.00 
Mamajek 17               ; Gagne+ 2018         ;      ;  7.000
Mamajek 2                ; 2016DAML            ; 0.80 ;  8.10 
Mamajek 2                ; 2017AstBu..72..257L ; 0.583;  8.323
Mamajek 2                ; Kharchenko+ 2013    ; 0.312;  8.100
Mamajek 3                ; Gagne+ 2018         ;      ;  7.342
Mamajek 3                ; 2016DAML            ; 0.06 ;  7.30 
Mamajek 3                ; Kharchenko+ 2013    ; 0.000;  7.500
Mamajek 4                ; 2016DAML            ; 0.05 ;  8.8  
Mamajek 4                ; 2019 Bossini        ; 0.064;  8.824
Mamajek 4                ; Kharchenko+ 2013    ; 0.050;  8.815
Mamajek 6                ; BDCC                ; 0.85 ;  7.40 
Markarian 38             ; 2016DAML            ; 0.405;  6.882
Markarian 38             ; 2017AstBu..72..257L ; 0.368;  6.893
Markarian 38             ; Kharchenko+ 2013    ; 0.541;  6.900
Markarian 50             ; 2016DAML            ; 0.810;  7.095
Markarian 50             ; 2017AstBu..72..257L ; 0.782;  7.182
Markarian 50             ; Kharchenko+ 2013    ; 0.810;  7.100
Markarian 6              ; 2016DAML            ; 0.606;  7.214
Markarian 6              ; 2017AstBu..72..257L ; 0.553;  7.212
Markarian 6              ; BDCC                ; 0.53 ;  7.80 
Masgomas-1               ; BDCC                ;      ;  6.90 
Masgomas-4 A             ; BDCC                ;      ;  7.00 
Masgomas-4 B             ; BDCC                ;      ;  7.00 
Mayer 1                  ; 2016DAML            ; 0.500;  7.740
Mayer 1                  ; 2017AstBu..72..257L ; 0.439;  7.840
Mayer 1                  ; Kharchenko+ 2013    ; 0.500;  7.740
Mayer 2                  ; 2016DAML            ; 1.06 ;  7.40 
Mayer 2                  ; 2017AstBu..72..257L ; 0.882;  7.510
Mayer 2                  ; Kharchenko+ 2013    ; 0.899;  9.250
Mayer 3                  ; 2016DAML            ; 1.00 ;  7.10 
Mayer 3                  ; 2017AstBu..72..257L ; 0.521;  9.150
Mayer 3                  ; BDCC                ; 0.99 ;  8.24 
Melotte 101              ; 2016DAML            ; 0.48 ;  7.89 
Melotte 101              ; Kharchenko+ 2013    ; 0.448;  8.100
Melotte 105              ; 2016DAML            ; 0.83 ;  8.55 
Melotte 105              ; 2017AstBu..72..257L ; 0.502;  8.290
Melotte 105              ; Kharchenko+ 2013    ; 0.500;  8.375
Melotte 111              ; 2016DAML            ; 0.013;  8.652
Melotte 111              ; 2017AstBu..72..257L ; 0.013;  8.652
Melotte 111              ; arXiv:1902.07216v2  ;      ;  8.85 
Melotte 111              ; Kharchenko+ 2013    ; 0.000;  8.840
Melotte 111              ; Gagne+ 2018         ;      ;  8.750
Melotte 20               ; 2016DAML            ; 0.090;  7.854
Melotte 20               ; 2017AstBu..72..257L ; 0.090;  7.854
Melotte 20               ; 2019 Bossini        ; 0.018;  7.938
Melotte 20               ; Kharchenko+ 2013    ; 0.090;  7.700
Melotte 22               ; 2016DAML            ; 0.030;  8.131
Melotte 22               ; 2019 Bossini        ; 0.045;  7.937
Melotte 22               ; Kharchenko+ 2013    ; 0.021;  8.150
Melotte 227              ; Kharchenko+ 2013    ; 0.062;  9.700
Melotte 66               ; 2016DAML            ; 0.15 ;  9.53 
Melotte 66               ; 2017AstBu..72..257L ; 0.142;  9.462
Melotte 66               ; Kharchenko+ 2013    ; 0.125;  9.365
Melotte 71               ; 2016DAML            ; 0.113;  8.371
Melotte 71               ; 2017AstBu..72..257L ; 0.108;  8.434
Melotte 71               ; 2019 Bossini        ; 0.156;  9.112
Melotte 71               ; Kharchenko+ 2013    ; 0.104;  8.975
Melotte 72               ; 2016DAML            ; 0.20 ;  8.78 
Melotte 72               ; 2017AstBu..72..257L ; 0.035;  9.130
Melotte 72               ; Kharchenko+ 2013    ; 0.229;  8.865
Mercer 13                ; BDCC                ;      ;  7.81 
Mercer 20                ; BDCC                ;      ;  6.76 
Mercer 24                ; BDCC                ;      ;  6.30 
Mercer 30                ; BDCC                ;      ;  6.60 
Mercer 50                ; BDCC                ;      ;  6.08 
Mercer 68                ; BDCC                ;      ;  9.00 
Mercer 70                ; BDCC                ;      ;  6.65 
Mercer 81                ; BDCC                ;      ;  6.57 
Mercer 9                 ; BDCC                ;      ;  7.32 
Messier 17               ; Kuhn+ 2019          ;      ;  6.12 
Messier 20               ; Kuhn+ 2019          ;      ;  6.08 
Miller 1                 ; 2016DAML            ; 0.38 ;  9.30 
Miller 1                 ; Kharchenko+ 2013    ; 2.394;  6.600
Minni 22                 ; BDCC                ; 0.97 ; 10.05 
Moffat 1                 ; 2016DAML            ; 1.00 ;  7.00 
Moffat 1                 ; Kharchenko+ 2013    ; 0.937;  6.800
Moffat 2                 ; wilton.unifei.edu.br;      ;  7.03 
Moitinho 1               ; 2016DAML            ; 0.947;  8.635
Moitinho 1               ; Kharchenko+ 2013    ; 0.947;  8.635
Mon OB1-D                ; Kharchenko+ 2013    ; 1.978;  8.230
Mon OB3                  ; Kharchenko+ 2013    ; 0.833;  7.940
Mon R1                   ; BDCC                ; 0.20 ;       
Mon R2                   ; BDCC                ; 0.57 ;       
Mon R2                   ; Kuhn+ 2019          ;      ;  6.02 
Morgan 8                 ; Kharchenko+ 2013    ; 0.042;  7.200
Munoz 1                  ; BDCC                ; 0.02 ; 10.10 
Muzzio 1                 ; 2016DAML            ; 1.03 ;  6.70 
Muzzio 1                 ; Kharchenko+ 2013    ; 1.489;  6.500
NBB 1                    ; BDCC                ;      ;  6.70 
NBB 2                    ; BDCC                ;      ;  6.70 
NBB 3                    ; BDCC                ;      ;  6.70 
